Start Time, Sun Jul 20 23:01:58 GMT-0400 2008
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 86.87522
Real Time (s), 86.922843
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
478, 361.3296996355057, 6
479, 362.0856195092201, 5
480, 362.84153938293457, 2
481, 363.597459256649, 0
482, 364.35337913036346, 3
483, 365.1092990040779, 2
484, 365.86521887779236, 2
485, 366.6211387515068, 6
486, 367.37705862522125, 4
487, 368.1329784989357, 4
488, 368.88889837265015, 4
489, 369.6448182463646, 6
490, 370.40073812007904, 4
491, 371.1566579937935, 3
492, 371.91257786750793, 3
493, 372.6684977412224, 4
494, 373.42441761493683, 8
495, 374.1803374886513, 2
496, 374.9362573623657, 3
497, 375.69217723608017, 1
498, 376.4480971097946, 1
499, 377.20401698350906, 3
500, 377.9599368572235, 2
501, 378.71585673093796, 2
502, 379.4717766046524, 2
503, 380.22769647836685, 2
504, 380.9836163520813, 3
505, 381.73953622579575, 5
506, 382.4954560995102, 2
507, 383.25137597322464, 4
508, 384.0072958469391, 5
509, 384.76321572065353, 2
510, 385.519135594368, 4
511, 386.2750554680824, 4
512, 387.0309753417969, 1
513, 387.7868952155113, 1
514, 388.54281508922577, 4
515, 389.2987349629402, 3
516, 390.05465483665466, 1
517, 390.8105747103691, 2
518, 391.56649458408356, 1
519, 392.322414457798, 5
520, 393.07833433151245, 2
521, 393.8342542052269, 2
522, 394.59017407894135, 4
523, 395.3460939526558, 1
524, 396.10201382637024, 5
525, 396.8579337000847, 0
526, 397.61385357379913, 2
527, 398.3697734475136, 3
528, 399.125693321228, 3
529, 399.8816131949425, 4
530, 400.6375330686569, 1
531, 401.39345294237137, 1
532, 402.1493728160858, 3
533, 402.90529268980026, 2
534, 403.6612125635147, 3
535, 404.41713243722916, 1
536, 405.1730523109436, 1
537, 405.92897218465805, 5
538, 406.6848920583725, 1
539, 407.44081193208694, 3
540, 408.1967318058014, 2
541, 408.95265167951584, 2
542, 409.7085715532303, 1
543, 410.46449142694473, 4
544, 411.2204113006592, 3
545, 411.9763311743736, 2
546, 412.7322510480881, 5
547, 413.4881709218025, 3
548, 414.24409079551697, 0
549, 415.0000106692314, 1
550, 415.75593054294586, 2
551, 416.5118504166603, 3
552, 417.26777029037476, 3
553, 418.0236901640892, 3
554, 418.77961003780365, 2
555, 419.5355299115181, 2
556, 420.29144978523254, 2
557, 421.047369658947, 2
558, 421.80328953266144, 1
559, 422.5592094063759, 3
560, 423.31512928009033, 1
561, 424.0710491538048, 0
562, 424.8269690275192, 2
563, 425.5828889012337, 0
564, 426.3388087749481, 2
565, 427.09472864866257, 3
566, 427.850648522377, 3
567, 428.60656839609146, 1
568, 429.3624882698059, 1
569, 430.11840814352036, 3
570, 430.8743280172348, 1
571, 431.63024789094925, 1
572, 432.3861677646637, 1
573, 433.14208763837814, 0
574, 433.8980075120926, 2
575, 434.65392738580704, 1
576, 435.4098472595215, 3
577, 436.16576713323593, 1
578, 436.9216870069504, 1
579, 437.6776068806648, 0
580, 438.4335267543793, 2
581, 439.1894466280937, 3
582, 439.94536650180817, 0
583, 440.7012863755226, 0
584, 441.45720624923706, 2
585, 442.2131261229515, 2
586, 442.96904599666595, 0
587, 443.7249658703804, 0
588, 444.48088574409485, 2
589, 445.2368056178093, 1
590, 445.99272549152374, 4
591, 446.7486453652382, 2
592, 447.50456523895264, 1
593, 448.2604851126671, 0
594, 449.01640498638153, 4
595, 449.772324860096, 1
596, 450.5282447338104, 3
597, 451.2841646075249, 1
598, 452.0400844812393, 3
599, 452.79600435495377, 1
600, 453.5519242286682, 0
601, 454.30784410238266, 0
602, 455.0637639760971, 2
603, 455.81968384981155, 0
604, 456.575603723526, 1
605, 457.33152359724045, 2
606, 458.0874434709549, 3
607, 458.84336334466934, 0
608, 459.5992832183838, 1
609, 460.35520309209824, 1
610, 461.1111229658127, 1
611, 461.86704283952713, 2
612, 462.6229627132416, 2
613, 463.378882586956, 1
614, 464.13480246067047, 0
615, 464.8907223343849, 0
616, 465.64664220809937, 1
617, 466.4025620818138, 4
618, 467.15848195552826, 0
619, 467.9144018292427, 2
620, 468.67032170295715, 3
621, 469.4262415766716, 0
622, 470.18216145038605, 0
623, 470.9380813241005, 0
624, 471.69400119781494, 1
625, 472.4499210715294, 2
626, 473.20584094524384, 2
627, 473.9617608189583, 3
628, 474.71768069267273, 0
629, 475.4736005663872, 1
630, 476.2295204401016, 0
631, 476.98544031381607, 0
632, 477.7413601875305, 1
633, 478.49728006124496, 0
634, 479.2531999349594, 2
635, 480.00911980867386, 4
636, 480.7650396823883, 0
637, 481.52095955610275, 1
638, 482.2768794298172, 0
639, 483.03279930353165, 3
640, 483.7887191772461, 0
641, 484.54463905096054, 4
642, 485.300558924675, 3
643, 486.05647879838943, 5
644, 486.8123986721039, 3
645, 487.56831854581833, 0
646, 488.3242384195328, 4
647, 489.0801582932472, 1
648, 489.83607816696167, 0
649, 490.5919980406761, 3
650, 491.34791791439056, 0
651, 492.103837788105, 1
652, 492.85975766181946, 1
653, 493.6156775355339, 1
654, 494.37159740924835, 3
655, 495.1275172829628, 1
656, 495.88343715667725, 4
657, 496.6393570303917, 0
658, 497.39527690410614, 1
659, 498.1511967778206, 0
660, 498.90711665153503, 1
661, 499.6630365252495, 2
662, 500.4189563989639, 1
663, 501.1748762726784, 2
664, 501.9307961463928, 1
665, 502.68671602010727, 2
666, 503.4426358938217, 2
667, 504.19855576753616, 2
668, 504.9544756412506, 4
669, 505.71039551496506, 1
670, 506.4663153886795, 0
671, 507.22223526239395, 1
672, 507.9781551361084, 1
673, 508.73407500982285, 3
674, 509.4899948835373, 1
675, 510.24591475725174, 1
676, 511.0018346309662, 2
677, 511.75775450468063, 0
678, 512.5136743783951, 3
679, 513.2695942521095, 2
680, 514.025514125824, 0
681, 514.7814339995384, 2
682, 515.5373538732529, 0
683, 516.2932737469673, 2
684, 517.0491936206818, 0
685, 517.8051134943962, 0
686, 518.5610333681107, 5
687, 519.3169532418251, 2
688, 520.0728731155396, 4
689, 520.828792989254, 1
690, 521.5847128629684, 2
691, 522.3406327366829, 6
692, 523.0965526103973, 3
693, 523.8524724841118, 4
694, 524.6083923578262, 1
695, 525.3643122315407, 2
696, 526.1202321052551, 2
697, 526.8761519789696, 0
698, 527.632071852684, 3
699, 528.3879917263985, 3
700, 529.1439116001129, 2
701, 529.8998314738274, 1
702, 530.6557513475418, 1
703, 531.4116712212563, 0
704, 532.1675910949707, 2
705, 532.9235109686852, 0
706, 533.6794308423996, 1
707, 534.435350716114, 1
708, 535.1912705898285, 1
709, 535.9471904635429, 1
710, 536.7031103372574, 1
711, 537.4590302109718, 6
712, 538.2149500846863, 3
713, 538.9708699584007, 2
714, 539.7267898321152, 1
715, 540.4827097058296, 3
716, 541.2386295795441, 0
717, 541.9945494532585, 3
718, 542.750469326973, 0
719, 543.5063892006874, 1
720, 544.2623090744019, 1
721, 545.0182289481163, 2
722, 545.7741488218307, 1
723, 546.5300686955452, 1
724, 547.2859885692596, 0
725, 548.0419084429741, 2
726, 548.7978283166885, 3
727, 549.553748190403, 1
728, 550.3096680641174, 1
729, 551.0655879378319, 0
730, 551.8215078115463, 1
731, 552.5774276852608, 3
732, 553.3333475589752, 0
733, 554.0892674326897, 1
734, 554.8451873064041, 1
735, 555.6011071801186, 3
736, 556.357027053833, 0
737, 557.1129469275475, 0
738, 557.8688668012619, 1
739, 558.6247866749763, 1
740, 559.3807065486908, 0
741, 560.1366264224052, 0
742, 560.8925462961197, 0
743, 561.6484661698341, 2
744, 562.4043860435486, 2
745, 563.160305917263, 1
746, 563.9162257909775, 1
747, 564.6721456646919, 1
748, 565.4280655384064, 1
749, 566.1839854121208, 0
750, 566.9399052858353, 2
751, 567.6958251595497, 0
752, 568.4517450332642, 0
753, 569.2076649069786, 1
754, 569.963584780693, 1
755, 570.7195046544075, 0
756, 571.475424528122, 0
757, 572.2313444018364, 1
758, 572.9872642755508, 1
759, 573.7431841492653, 1
760, 574.4991040229797, 0
761, 575.2550238966942, 5
762, 576.0109437704086, 2
763, 576.7668636441231, 0
764, 577.5227835178375, 1
765, 578.278703391552, 1
766, 579.0346232652664, 1
767, 579.7905431389809, 1
768, 580.5464630126953, 0
769, 581.3023828864098, 3
770, 582.0583027601242, 2
771, 582.8142226338387, 3
772, 583.5701425075531, 1
773, 584.3260623812675, 4
774, 585.081982254982, 1
775, 585.8379021286964, 0
776, 586.5938220024109, 0
777, 587.3497418761253, 2
778, 588.1056617498398, 0
779, 588.8615816235542, 1
780, 589.6175014972687, 1
781, 590.3734213709831, 2
782, 591.1293412446976, 1
783, 591.885261118412, 3
784, 592.6411809921265, 0
785, 593.3971008658409, 1
786, 594.1530207395554, 1
787, 594.9089406132698, 4
788, 595.6648604869843, 1
789, 596.4207803606987, 1
790, 597.1767002344131, 0
791, 597.9326201081276, 0
792, 598.688539981842, 0
793, 599.4444598555565, 0
794, 600.2003797292709, 1
795, 600.9562996029854, 2
796, 601.7122194766998, 0
797, 602.4681393504143, 2
798, 603.2240592241287, 1
799, 603.9799790978432, 2
800, 604.7358989715576, 3
801, 605.4918188452721, 0
802, 606.2477387189865, 1
803, 607.003658592701, 0
804, 607.7595784664154, 0
805, 608.5154983401299, 0
806, 609.2714182138443, 2
807, 610.0273380875587, 0
808, 610.7832579612732, 4
809, 611.5391778349876, 0
810, 612.2950977087021, 0
811, 613.0510175824165, 1
812, 613.806937456131, 2
813, 614.5628573298454, 0
814, 615.3187772035599, 3
815, 616.0746970772743, 2
816, 616.8306169509888, 0
817, 617.5865368247032, 1
818, 618.3424566984177, 1
819, 619.0983765721321, 4
820, 619.8542964458466, 1
821, 620.610216319561, 2
822, 621.3661361932755, 0
823, 622.1220560669899, 1
824, 622.8779759407043, 2
825, 623.6338958144188, 0
826, 624.3898156881332, 1
827, 625.1457355618477, 0
828, 625.9016554355621, 2
829, 626.6575753092766, 0
830, 627.413495182991, 2
831, 628.1694150567055, 1
832, 628.9253349304199, 0
833, 629.6812548041344, 0
834, 630.4371746778488, 1
835, 631.1930945515633, 0
836, 631.9490144252777, 3
837, 632.7049342989922, 0
838, 633.4608541727066, 0
839, 634.216774046421, 2
840, 634.9726939201355, 0
841, 635.72861379385, 0
842, 636.4845336675644, 1
843, 637.2404535412788, 0
844, 637.9963734149933, 0
845, 638.7522932887077, 0
846, 639.5082131624222, 0
847, 640.2641330361366, 1
848, 641.0200529098511, 0
849, 641.7759727835655, 0
850, 642.53189265728, 1
851, 643.2878125309944, 2
852, 644.0437324047089, 1
853, 644.7996522784233, 0
854, 645.5555721521378, 1
855, 646.3114920258522, 2
856, 647.0674118995667, 2
857, 647.8233317732811, 2
858, 648.5792516469955, 1
859, 649.33517152071, 1
860, 650.0910913944244, 2
861, 650.8470112681389, 1
862, 651.6029311418533, 0
863, 652.3588510155678, 3
864, 653.1147708892822, 2
865, 653.8706907629967, 0
866, 654.6266106367111, 0
867, 655.3825305104256, 0
868, 656.13845038414, 1
869, 656.8943702578545, 1
870, 657.6502901315689, 0
871, 658.4062100052834, 0
872, 659.1621298789978, 1
873, 659.9180497527122, 1
874, 660.6739696264267, 1
875, 661.4298895001411, 0
876, 662.1858093738556, 0
877, 662.94172924757, 1
878, 663.6976491212845, 2
879, 664.4535689949989, 1
880, 665.2094888687134, 1
881, 665.9654087424278, 0
882, 666.7213286161423, 0
883, 667.4772484898567, 0
884, 668.2331683635712, 1
885, 668.9890882372856, 1
886, 669.7450081110001, 0
887, 670.5009279847145, 2
888, 671.256847858429, 0
889, 672.0127677321434, 0
890, 672.7686876058578, 2
891, 673.5246074795723, 0
892, 674.2805273532867, 0
893, 675.0364472270012, 1
894, 675.7923671007156, 0
895, 676.5482869744301, 0
896, 677.3042068481445, 0
897, 678.060126721859, 1
898, 678.8160465955734, 1
899, 679.5719664692879, 1
900, 680.3278863430023, 1
901, 681.0838062167168, 0
902, 681.8397260904312, 1
903, 682.5956459641457, 0
904, 683.3515658378601, 2
905, 684.1074857115746, 0
906, 684.863405585289, 0
907, 685.6193254590034, 2
908, 686.3752453327179, 1
909, 687.1311652064323, 1
910, 687.8870850801468, 1
911, 688.6430049538612, 0
912, 689.3989248275757, 0
913, 690.1548447012901, 0
914, 690.9107645750046, 0
915, 691.666684448719, 1
916, 692.4226043224335, 1
917, 693.1785241961479, 0
918, 693.9344440698624, 2
919, 694.6903639435768, 0
920, 695.4462838172913, 1
921, 696.2022036910057, 0
922, 696.9581235647202, 1
923, 697.7140434384346, 0
924, 698.469963312149, 1
925, 699.2258831858635, 0
926, 699.9818030595779, 1
927, 700.7377229332924, 1
928, 701.4936428070068, 2
929, 702.2495626807213, 1
930, 703.0054825544357, 1
931, 703.7614024281502, 1
932, 704.5173223018646, 1
933, 705.2732421755791, 1
934, 706.0291620492935, 0
935, 706.785081923008, 0
936, 707.5410017967224, 0
937, 708.2969216704369, 0
938, 709.0528415441513, 0
939, 709.8087614178658, 2
940, 710.5646812915802, 0
941, 711.3206011652946, 1
942, 712.0765210390091, 0
943, 712.8324409127235, 1
944, 713.588360786438, 1
945, 714.3442806601524, 0
946, 715.1002005338669, 0
947, 715.8561204075813, 0
948, 716.6120402812958, 1
949, 717.3679601550102, 2
950, 718.1238800287247, 1
951, 718.8797999024391, 0
952, 719.6357197761536, 0
953, 720.391639649868, 0
954, 721.1475595235825, 0
955, 721.9034793972969, 0
956, 722.6593992710114, 1
957, 723.4153191447258, 2
958, 724.1712390184402, 0
959, 724.9271588921547, 0
960, 725.6830787658691, 2
961, 726.4389986395836, 0
962, 727.194918513298, 1
963, 727.9508383870125, 1
964, 728.7067582607269, 0
965, 729.4626781344414, 0
966, 730.2185980081558, 1
967, 730.9745178818703, 0
968, 731.7304377555847, 1
