534	138
535	110
536	137
537	132
538	126
539	125
540	155
541	121
542	106
543	110
544	113
545	111
546	120
547	106
548	135
549	102
550	106
551	104
552	119
553	117
554	117
555	110
556	110
557	128
558	115
559	127
560	130
561	115
562	123
563	113
564	120
565	125
566	116
567	129
568	115
569	104
570	118
571	101
572	105
573	93
574	101
575	99
576	104
577	119
578	118
579	130
580	111
581	102
582	100
583	82
584	119
585	106
586	106
587	98
588	106
589	92
590	102
591	93
592	91
593	93
594	101
595	123
596	92
597	100
598	89
599	110
600	97
601	92
602	99
603	105
604	92
605	113
606	93
607	92
608	99
609	103
610	104
611	97
612	100
613	80
614	77
615	86
616	92
617	102
618	100
619	95
620	83
621	88
622	66
623	75
624	73
625	77
626	96
627	100
628	96
629	81
630	79
631	74
632	74
633	73
634	85
635	83
636	87
637	75
638	73
639	87
640	93
641	91
642	96
643	87
644	80
645	71
646	68
647	91
648	90
649	80
650	63
651	91
652	71
653	80
654	68
655	90
656	77
657	71
658	83
659	79
660	63
661	91
662	80
663	80
664	80
665	75
666	68
667	74
668	84
669	72
670	91
671	66
672	73
673	88
674	76
675	69
676	82
677	64
678	85
679	76
680	69
681	69
682	83
683	76
684	89
685	67
686	68
687	84
688	67
689	64
690	68
691	71
692	89
693	82
694	71
695	70
696	71
697	69
698	60
699	56
700	75
701	64
702	59
703	57
704	64
705	76
706	73
707	67
708	83
709	75
710	69
711	59
712	70
713	43
714	66
715	70
716	78
717	69
718	59
719	63
720	50
721	60
722	63
723	80
724	53
725	57
726	60
727	62
728	56
729	61
730	69
731	64
732	57
733	67
734	58
735	63
736	61
737	53
738	63
739	69
740	55
741	53
742	55
743	54
744	64
745	58
746	42
747	58
748	61
749	70
750	50
751	67
752	59
753	67
754	79
755	59
756	70
757	59
758	53
759	57
760	53
761	55
762	49
763	53
764	41
765	47
766	52
767	73
768	58
769	53
770	59
771	55
772	62
773	48
774	58
775	58
776	49
777	51
778	41
779	51
780	40
781	51
782	44
783	61
784	39
785	70
786	48
787	65
788	53
789	41
790	46
791	50
792	61
793	59
794	47
795	55
796	51
797	40
798	59
799	56
800	42
801	38
802	52
803	52
804	51
805	54
806	45
807	52
808	50
809	54
810	40
811	55
812	42
813	46
814	41
815	41
816	44
817	36
818	43
819	45
820	44
821	52
822	44
823	42
824	41
825	38
826	41
827	47
828	46
829	41
830	44
831	42
832	44
833	63
834	37
835	43
836	41
837	46
838	41
839	47
840	45
841	44
842	34
843	47
844	48
845	50
846	37
847	31
848	42
849	40
850	49
851	45
852	50
853	46
854	42
855	39
856	38
857	39
858	45
859	46
860	44
861	35
862	47
863	39
864	49
865	36
866	43
867	41
868	37
869	44
870	43
871	38
872	36
873	30
874	23
875	38
876	48
877	38
878	44
879	51
880	46
881	36
882	45
883	35
884	42
885	30
886	52
887	37
888	29
889	47
890	43
891	44
892	45
893	41
894	35
895	32
896	43
897	30
898	31
899	28
900	27
901	27
902	26
903	37
904	27
905	35
906	36
907	45
908	30
909	37
910	37
911	40
912	37
913	33
914	32
915	42
916	35
917	39
918	42
919	37
920	31
921	36
922	33
923	38
924	30
925	34
926	38
927	27
928	36
929	34
930	29
931	36
932	33
933	17
934	33
935	26
936	34
937	26
938	33
939	34
940	20
941	28
942	34
943	31
944	25
945	31
946	22
947	44
948	24
949	30
950	29
951	27
952	28
953	30
954	31
955	31
956	30
957	34
958	28
959	31
960	38
961	28
962	25
963	30
964	22
965	25
966	32
967	29
968	22
969	28
970	31
971	24
972	34
973	30
974	24
975	21
976	35
977	23
978	19
979	26
980	26
981	27
982	22
983	25
984	26
985	30
986	26
987	36
988	21
989	39
990	24
991	18
992	32
993	29
994	16
995	28
996	23
997	32
998	25
999	28
1000	22
1001	33
1002	16
1003	35
1004	28
1005	31
1006	23
1007	22
1008	30
1009	21
1010	17
1011	32
1012	21
1013	27
1014	24
1015	28
1016	23
1017	26
1018	17
1019	25
1020	20
1021	27
1022	33
1023	33
